"ProteinID","C1_1","C1_2","C2_1","C2_2","C3_1","C3_2","C4_1","C4_2","Log2(Int) C1_1","Log2(Int) C1_2","Log2(Int) C2_1","Log2(Int) C2_2","Log2(Int) C3_1","Log2(Int) C3_2","Log2(Int) C4_1","Log2(Int) C4_2","Mean intensity C1","Mean intensity C2","Mean intensity C3","Mean intensity C4","Condition_1_SD","Condition_2_SD","Condition_3_SD","Condition_4_SD","Condition_1_CV","Condition_2_CV","Condition_3_CV","Condition_4_CV","qValue C2","qValue C3","qValue C4","Log2 intensity C1","Log2 intensity C2","Log2 intensity C3","Log2 intensity C4","Z-Score C1","Z-Score C2","Z-Score C3","Z-Score C4","Ratio C2/C1","Ratio C3/C1","Ratio C4/C1","Fold change C2/C1","Fold change C3/C1","Fold change C4/C1","Log2(ratio) C2/C1","Log2(ratio) C3/C1","Log2(ratio) C4/C1"
"Q9D823",10000,6400,12000,12000,17000,19000,38000,43000,13.29,12.64,13.55,13.55,14.05,14.21,15.21,15.39,8200,12000,18000,40500,2550,0,1410,3540,31.04,0,7.857,8.73,0.42617,0.01708,0.00024,13.001,13.551,14.136,15.306,-1.01,-0.454,0.139,1.325,1.463,2.195,4.939,1.463,2.195,4.939,0.549,1.134,2.304
"P61514",68000,61000,57000,80000,120000,110000,280000,330000,16.05,15.9,15.8,16.29,16.87,16.75,18.1,18.33,64500,68500,115000,305000,4950,16300,7070,35400,7.674,23.74,6.149,11.59,0.92353,0.02791,0.00016,15.977,16.064,16.811,18.218,-0.762,-0.679,0.042,1.399,1.062,1.783,4.729,1.062,1.783,4.729,0.087,0.834,2.242
"Q9JJI8",97000,92000,83000,130000,130000,130000,260000,3e+05,16.57,16.49,16.34,16.99,16.99,16.99,17.99,18.19,94500,106500,130000,280000,3540,33200,0,28300,3.741,31.21,0,10.1,0.82508,0.19187,0.00097,16.528,16.7,16.988,18.095,-0.781,-0.536,-0.128,1.444,1.127,1.376,2.963,1.127,1.376,2.963,0.172,0.46,1.567
"P62892",61000,58000,52000,62000,83000,77000,150000,160000,15.9,15.82,15.67,15.92,16.34,16.23,17.19,17.29,59500,57000,80000,155000,2120,7070,4240,7070,3.565,12.41,5.303,4.562,0.80916,0.0311,1e-04,15.861,15.799,16.288,17.242,-0.655,-0.748,-0.014,1.418,0.958,1.345,2.605,-1.044,1.345,2.605,-0.062,0.428,1.381
"E9PWZ3",82000,78000,72000,91000,120000,110000,190000,170000,16.32,16.25,16.14,16.47,16.87,16.75,17.54,17.38,80000,81500,115000,180000,2830,13400,7070,14100,3.536,16.48,6.149,7.857,1,0.03872,0.00041,16.288,16.315,16.811,17.458,-0.784,-0.735,0.17,1.348,1.019,1.438,2.25,1.019,1.438,2.25,0.027,0.524,1.17
"Q9D8E6",89000,84000,63000,71000,140000,130000,310000,3e+05,16.44,16.36,15.94,16.12,17.1,16.99,18.24,18.19,86500,67000,135000,305000,3540,5660,7070,7070,4.087,8.443,5.238,2.318,0.20358,0.00403,3e-05,16.4,16.032,17.043,18.218,-0.545,-0.929,0.124,1.35,0.775,1.561,3.526,-1.29,1.561,3.526,-0.368,0.642,1.818
"P47962",150000,140000,130000,140000,210000,190000,330000,350000,17.19,17.1,16.99,17.1,17.68,17.54,18.33,18.42,145000,135000,2e+05,340000,7070,7070,14100,14100,4.877,5.238,7.071,4.159,0.63912,0.01052,6e-05,17.146,17.043,17.61,18.375,-0.655,-0.825,0.109,1.371,0.931,1.379,2.345,-1.074,1.379,2.345,-0.103,0.464,1.23
"P47911",78000,69000,54000,67000,160000,150000,410000,350000,16.25,16.07,15.72,16.03,17.29,17.19,18.65,18.42,73500,60500,155000,380000,6360,9190,7070,42400,8.658,15.19,4.562,11.16,0.53771,0.00545,6e-05,16.165,15.885,17.242,18.536,-0.657,-0.89,0.237,1.311,0.823,2.109,5.17,-1.215,2.109,5.17,-0.281,1.077,2.37
"P14148",89000,1e+05,63000,110000,190000,170000,350000,330000,16.44,16.61,15.94,16.75,17.54,17.38,18.42,18.33,94500,86500,180000,340000,7780,33200,14100,14100,8.231,38.42,7.857,4.159,0.81235,0.06031,0.00111,16.528,16.4,17.458,18.375,-0.72,-0.859,0.291,1.288,0.915,1.905,3.598,-1.093,1.905,3.598,-0.128,0.93,1.847
"P12970",73000,77000,62000,83000,140000,130000,470000,370000,16.16,16.23,15.92,16.34,17.1,16.99,18.84,18.5,75000,72500,135000,420000,2830,14800,7070,70700,3.771,20.48,5.238,16.84,0.92894,0.02422,1e-04,16.195,16.146,17.043,18.68,-0.694,-0.735,0.023,1.406,0.967,1.8,5.6,-1.034,1.8,5.6,-0.048,0.848,2.485
"P62918",61000,61000,50000,65000,140000,120000,350000,320000,15.9,15.9,15.61,15.99,17.1,16.87,18.42,18.29,61000,57500,130000,335000,0,10600,14100,21200,0,18.45,10.88,6.332,0.81802,0.00619,6e-05,15.897,15.811,16.988,18.354,-0.729,-0.8,0.19,1.339,0.943,2.131,5.492,-1.06,2.131,5.492,-0.085,1.092,2.457
"P14869",190000,190000,170000,190000,210000,210000,280000,280000,17.54,17.54,17.38,17.54,17.68,17.68,18.1,18.1,190000,180000,210000,280000,0,14100,0,0,0,7.857,0,0,0.63912,0.12685,3e-04,17.536,17.458,17.68,18.095,-0.551,-0.826,-0.042,1.419,0.947,1.105,1.474,-1.056,1.105,1.474,-0.079,0.144,0.56
"P99027",530000,530000,580000,520000,680000,670000,910000,930000,19.02,19.02,19.15,18.99,19.38,19.35,19.8,19.83,530000,550000,675000,920000,0,42400,7070,14100,0,7.714,1.048,1.537,0.72372,0.01091,1e-04,19.016,19.069,19.365,19.811,-0.821,-0.675,0.135,1.361,1.038,1.274,1.736,1.038,1.274,1.736,0.054,0.349,0.796
"Q80UU2",25000,24000,16000,28000,35000,37000,61000,51000,14.61,14.55,13.97,14.77,15.1,15.18,15.9,15.64,24500,22000,36000,56000,707,8490,1410,7070,2.886,38.57,3.928,12.63,0.76747,0.20447,0.00565,14.58,14.425,15.136,15.773,-0.651,-0.905,0.257,1.3,0.898,1.469,2.286,-1.114,1.469,2.286,-0.155,0.555,1.193
"P63325",150000,130000,130000,160000,180000,170000,230000,240000,17.19,16.99,16.99,17.29,17.46,17.38,17.81,17.87,140000,145000,175000,235000,14100,21200,7070,7070,10.1,14.63,4.041,3.009,0.92054,0.11823,0.00169,17.095,17.146,17.417,17.842,-0.818,-0.67,0.123,1.366,1.036,1.25,1.679,1.036,1.25,1.679,0.051,0.322,0.748
"P63323",94000,96000,95000,90000,120000,120000,170000,170000,16.52,16.55,16.54,16.46,16.87,16.87,17.38,17.38,95000,92500,120000,170000,1410,3540,0,0,1.489,3.822,0,0,0.68458,0.00306,3e-05,16.536,16.497,16.873,17.375,-0.7,-0.794,0.129,1.365,0.974,1.263,1.789,-1.027,1.263,1.789,-0.038,0.337,0.839
"Q6ZWZ6",97000,1e+05,97000,93000,120000,110000,160000,160000,16.57,16.61,16.57,16.5,16.87,16.75,17.29,17.29,98500,95000,115000,160000,2120,2830,7070,0,2.154,2.977,6.149,0,0.70121,0.03312,0.00011,16.588,16.536,16.811,17.288,-0.635,-0.787,0.017,1.406,0.964,1.168,1.624,-1.037,1.168,1.624,-0.053,0.224,0.7
"P62264",72000,72000,63000,89000,1e+05,93000,190000,2e+05,16.14,16.14,15.94,16.44,16.61,16.5,17.54,17.61,72000,76000,96500,195000,0,18400,4950,7070,0,24.19,5.129,3.626,0.93442,0.1277,0.00047,16.136,16.214,16.558,17.573,-0.733,-0.615,-0.094,1.441,1.056,1.34,2.708,1.056,1.34,2.708,0.079,0.422,1.437
"P62843",90000,86000,81000,1e+05,130000,120000,220000,220000,16.46,16.39,16.31,16.61,16.99,16.87,17.75,17.75,88000,90500,125000,220000,2830,13400,7070,0,3.214,14.85,5.657,0,0.95228,0.02492,0.00015,16.425,16.466,16.932,17.747,-0.76,-0.695,0.064,1.391,1.028,1.42,2.5,1.028,1.42,2.5,0.04,0.506,1.322
"P63276",110000,1e+05,92000,140000,150000,140000,230000,230000,16.75,16.61,16.49,17.1,17.19,17.1,17.81,17.81,105000,116000,145000,230000,7070,33900,7070,0,6.734,29.26,4.877,0,0.84369,0.15752,0.00229,16.68,16.824,17.146,17.811,-0.865,-0.579,0.061,1.383,1.105,1.381,2.19,1.105,1.381,2.19,0.144,0.466,1.131
"P62270",130000,120000,110000,170000,170000,150000,270000,260000,16.99,16.87,16.75,17.38,17.38,17.19,18.04,17.99,125000,140000,160000,265000,7070,42400,14100,7070,5.657,30.3,8.839,2.668,0.83133,0.29545,0.00327,16.932,17.095,17.288,18.016,-0.839,-0.497,-0.094,1.429,1.12,1.28,2.12,1.12,1.28,2.12,0.163,0.356,1.084
"Q9CZX8",140000,110000,110000,210000,2e+05,180000,330000,320000,17.1,16.75,16.75,17.68,17.61,17.46,18.33,18.29,125000,160000,190000,325000,21200,70700,14100,7070,16.97,44.19,7.443,2.176,0.71902,0.23227,0.00583,16.932,17.288,17.536,18.31,-1,-0.391,0.033,1.358,1.28,1.52,2.6,1.28,1.52,2.6,0.356,0.604,1.379
"Q8C6B9",49000,50000,45000,41000,60000,58000,1e+05,110000,15.58,15.61,15.46,15.32,15.87,15.82,16.61,16.75,49500,43000,59000,105000,707,2830,1410,7070,1.428,6.578,2.397,6.734,0.38161,0.04912,7e-05,15.595,15.392,15.848,16.68,-0.502,-0.861,-0.054,1.416,0.869,1.192,2.121,-1.151,1.192,2.121,-0.203,0.253,1.085
"P25444",120000,120000,1e+05,170000,170000,170000,310000,310000,16.87,16.87,16.61,17.38,17.38,17.38,18.24,18.24,120000,135000,170000,310000,0,49500,0,0,0,36.66,0,0,0.87232,0.20167,0.00232,16.873,17.043,17.375,18.242,-0.838,-0.559,-0.013,1.409,1.125,1.417,2.583,1.125,1.417,2.583,0.17,0.503,1.369
"P60867",68000,64000,53000,85000,78000,75000,130000,120000,16.05,15.97,15.69,16.38,16.25,16.19,16.99,16.87,66000,69000,76500,125000,2830,22600,2120,7070,4.285,32.79,2.773,5.657,1,0.54984,0.0069,16.01,16.074,16.223,16.932,-0.707,-0.555,-0.204,1.466,1.045,1.159,1.894,1.045,1.159,1.894,0.064,0.213,0.921
"P62267",58000,54000,55000,76000,1e+05,92000,260000,270000,15.82,15.72,15.75,16.21,16.61,16.49,17.99,18.04,56000,65500,96000,265000,2830,14800,5660,7070,5.051,22.67,5.893,2.668,0.63912,0.02221,1e-04,15.773,15.999,16.551,18.016,-0.805,-0.581,-0.034,1.419,1.17,1.714,4.732,1.17,1.714,4.732,0.227,0.777,2.242
"P62849",81000,79000,75000,75000,110000,110000,210000,210000,16.31,16.27,16.19,16.19,16.75,16.75,17.68,17.68,80000,75000,110000,210000,1410,0,0,0,1.768,0,0,0,0.3163,0.00082,3e-05,16.288,16.195,16.747,17.68,-0.647,-0.784,0.029,1.402,0.938,1.375,2.625,-1.066,1.375,2.625,-0.092,0.459,1.392
"P62852",97000,87000,77000,120000,180000,150000,350000,360000,16.57,16.41,16.23,16.87,17.46,17.19,18.42,18.46,92000,98500,165000,355000,7070,30400,21200,7070,7.686,30.87,12.86,1.992,0.95897,0.04982,0.00049,16.489,16.588,17.332,18.437,-0.803,-0.693,0.134,1.363,1.071,1.793,3.859,1.071,1.793,3.859,0.099,0.842,1.948
"P62855",86000,84000,81000,83000,120000,120000,220000,230000,16.39,16.36,16.31,16.34,16.87,16.87,17.75,17.81,85000,82000,120000,225000,1410,1410,0,7070,1.664,1.725,0,3.143,0.63467,0.00119,3e-05,16.375,16.323,16.873,17.78,-0.685,-0.762,0.052,1.395,0.965,1.412,2.647,-1.036,1.412,2.647,-0.051,0.498,1.404
"Q6ZWU9",73000,70000,65000,76000,99000,92000,150000,150000,16.16,16.1,15.99,16.21,16.6,16.49,17.19,17.19,71500,70500,95500,150000,2120,7780,4950,0,2.967,11.03,5.183,0,0.95907,0.02177,0.00014,16.126,16.105,16.543,17.195,-0.719,-0.759,0.1,1.378,0.986,1.336,2.098,-1.014,1.336,2.098,-0.02,0.418,1.069
"Q6ZWY3",36000,34000,31000,37000,46000,42000,67000,68000,15.14,15.05,14.92,15.18,15.49,15.36,16.03,16.05,35000,34000,44000,67500,1410,4240,2830,707,4.041,12.48,6.428,1.048,0.87702,0.06543,0.00033,15.095,15.053,15.425,16.043,-0.676,-0.767,0.046,1.397,0.971,1.257,1.929,-1.03,1.257,1.929,-0.042,0.33,0.948
"P62858",110000,110000,110000,110000,140000,140000,180000,190000,16.75,16.75,16.75,16.75,17.1,17.1,17.46,17.54,110000,110000,140000,185000,0,0,0,7070,0,0,0,3.822,1,0.00264,4e-05,16.747,16.747,17.095,17.497,-0.769,-0.769,0.206,1.332,1,1.273,1.682,1,1.273,1.682,0,0.348,0.75
"P62274",67000,46000,53000,83000,71000,64000,2e+05,190000,16.03,15.49,15.69,16.34,16.12,15.97,17.61,17.54,56500,68000,67500,195000,14800,21200,4950,7070,26.28,31.2,7.333,3.626,0.71432,0.52775,0.00129,15.786,16.053,16.043,17.573,-0.708,-0.381,-0.394,1.483,1.204,1.195,3.451,1.204,1.195,3.451,0.268,0.257,1.787
"P97351",110000,110000,96000,130000,170000,160000,330000,330000,16.75,16.75,16.55,16.99,17.38,17.29,18.33,18.33,110000,113000,165000,330000,0,24000,7070,0,0,21.28,4.285,0,1,0.03766,0.00021,16.747,16.786,17.332,18.332,-0.748,-0.695,0.044,1.398,1.027,1.5,3,1.027,1.5,3,0.038,0.585,1.585
"P97461",210000,2e+05,2e+05,240000,270000,260000,350000,340000,17.68,17.61,17.61,17.87,18.04,17.99,18.42,18.38,205000,220000,265000,345000,7070,28300,7070,7070,3.449,12.86,2.668,2.05,0.6918,0.03929,6e-04,17.645,17.747,18.016,18.396,-0.912,-0.608,0.193,1.327,1.073,1.293,1.683,1.073,1.293,1.683,0.102,0.371,0.751
"Q91V55",210000,210000,2e+05,240000,270000,260000,350000,340000,17.68,17.68,17.61,17.87,18.04,17.99,18.42,18.38,210000,220000,265000,345000,0,28300,7070,7070,0,12.86,2.668,2.05,0.80916,0.04827,0.00064,17.68,17.747,18.016,18.396,-0.86,-0.654,0.172,1.343,1.048,1.262,1.643,1.048,1.262,1.643,0.068,0.336,0.716
"P62754",61000,57000,61000,67000,150000,120000,3e+05,280000,15.9,15.8,15.9,16.03,17.19,16.87,18.19,18.1,59000,64000,135000,290000,2830,4240,21200,14100,4.794,6.629,15.71,4.877,0.70789,0.0028,4e-05,15.848,15.966,17.043,18.146,-0.84,-0.731,0.272,1.299,1.085,2.288,4.915,1.085,2.288,4.915,0.118,1.194,2.297
"Q8BLK9",19000,20000,19000,18000,24000,23000,30000,30000,14.21,14.29,14.21,14.14,14.55,14.49,14.87,14.87,19500,18500,23500,30000,707,707,707,0,3.626,3.822,3.009,0,0.60346,0.01268,0.00011,14.251,14.175,14.52,14.873,-0.646,-0.886,0.208,1.324,0.949,1.205,1.538,-1.054,1.205,1.538,-0.076,0.269,0.621
"P62082",220000,210000,180000,220000,330000,320000,590000,630000,17.75,17.68,17.46,17.75,18.33,18.29,19.17,19.26,215000,2e+05,325000,610000,7070,28300,7070,28300,3.289,14.14,2.176,4.637,0.68502,0.01299,9e-05,17.714,17.61,18.31,19.218,-0.676,-0.818,0.132,1.363,0.93,1.512,2.837,-1.075,1.512,2.837,-0.105,0.596,1.504
"P62242",1e+05,99000,90000,98000,180000,160000,4e+05,390000,16.61,16.6,16.46,16.58,17.46,17.29,18.61,18.57,99500,94000,170000,395000,707,5660,14100,7070,0.7107,6.018,8.319,1.79,0.6667,0.00232,3e-05,16.602,16.52,17.375,18.591,-0.698,-0.783,0.107,1.374,0.945,1.709,3.97,-1.058,1.709,3.97,-0.082,0.773,1.989
"P14206",170000,170000,180000,170000,2e+05,190000,260000,260000,17.38,17.38,17.46,17.38,17.61,17.54,17.99,17.99,170000,175000,195000,260000,0,7070,7070,0,0,4.041,3.626,0,0.70624,0.02579,9e-05,17.375,17.417,17.573,17.988,-0.762,-0.612,-0.054,1.429,1.029,1.147,1.529,1.029,1.147,1.529,0.041,0.198,0.613
"Q99PL5",47000,42000,32000,37000,53000,53000,89000,77000,15.52,15.36,14.97,15.18,15.69,15.69,16.44,16.23,44500,34500,53000,83000,3540,3540,0,8490,7.945,10.25,0,10.22,0.32882,0.15767,0.00059,15.442,15.074,15.694,16.341,-0.368,-1.056,0.105,1.319,0.775,1.191,1.865,-1.29,1.191,1.865,-0.368,0.252,0.899
"Q99PL5-10",28000,26000,23000,25000,34000,34000,49000,42000,14.77,14.67,14.49,14.61,15.05,15.05,15.58,15.36,27000,24000,34000,45500,1410,1410,0,4950,5.238,5.893,0,10.88,0.56643,0.05017,0.00056,14.721,14.551,15.053,15.474,-0.562,-0.98,0.255,1.288,0.889,1.259,1.685,-1.125,1.259,1.685,-0.17,0.332,0.753
"P07742",91000,90000,95000,92000,1e+05,99000,160000,160000,16.47,16.46,16.54,16.49,16.61,16.6,17.29,17.29,90500,93500,99500,160000,707,2120,707,0,0.7813,2.269,0.7107,0,0.61514,0.02469,3e-05,16.466,16.513,16.602,17.288,-0.654,-0.532,-0.298,1.484,1.033,1.099,1.768,1.033,1.099,1.768,0.047,0.136,0.822
"P11157",18000,18000,21000,20000,17000,14000,35000,39000,14.14,14.14,14.36,14.29,14.05,13.77,15.1,15.25,18000,20500,15500,37000,0,707,2120,2830,0,3.449,13.69,7.644,0.58743,0.19728,0.00032,14.136,14.323,13.92,15.175,-0.46,-0.119,-0.852,1.431,1.139,0.861,2.056,1.139,-1.161,2.056,0.188,-0.216,1.04
"B2RS91",33000,34000,38000,35000,91000,76000,92000,92000,15.01,15.05,15.21,15.1,16.47,16.21,16.49,16.49,33500,36500,83500,92000,707,2120,10600,0,2.111,5.812,12.7,0,0.63912,0.00122,7e-05,15.032,15.156,16.349,16.489,-0.942,-0.781,0.771,0.953,1.09,2.493,2.746,1.09,2.493,2.746,0.124,1.318,1.457
"P56183",69000,62000,81000,82000,120000,110000,170000,170000,16.07,15.92,16.31,16.32,16.87,16.75,17.38,17.38,65500,81500,115000,170000,4950,707,7070,0,7.557,0.8676,6.149,0,0.21175,0.00185,4e-05,15.999,16.315,16.811,17.375,-1.04,-0.516,0.31,1.247,1.244,1.756,2.595,1.244,1.756,2.595,0.315,0.812,1.376
"Q6P5B0",98000,85000,68000,83000,130000,120000,240000,240000,16.58,16.38,16.05,16.34,16.99,16.87,17.87,17.87,91500,75500,125000,240000,9190,10600,7070,0,10.05,14.05,5.657,0,0.47675,0.04779,0.00018,16.481,16.204,16.932,17.873,-0.535,-0.914,0.081,1.368,0.825,1.366,2.623,-1.212,1.366,2.623,-0.278,0.45,1.391
"Q91YK2",63000,59000,58000,59000,1e+05,92000,170000,170000,15.94,15.85,15.82,15.85,16.61,16.49,17.38,17.38,61000,58500,96000,170000,2830,707,5660,0,4.637,1.209,5.893,0,0.68371,0.00185,3e-05,15.897,15.836,16.551,17.375,-0.722,-0.806,0.19,1.339,0.959,1.574,2.787,-1.043,1.574,2.787,-0.06,0.654,1.479
"Q3UFY0",7800,7800,7800,10000,9400,7900,16000,16000,12.93,12.93,12.93,13.29,13.2,12.95,13.97,13.97,7800,8900,8650,16000,0,1560,1060,0,0,17.48,12.26,0,0.64215,0.52778,0.00087,12.929,13.12,13.078,13.966,-0.734,-0.328,-0.415,1.477,1.141,1.109,2.051,1.141,1.109,2.051,0.19,0.149,1.036
"Q9D1C9",29000,27000,25000,31000,37000,35000,78000,84000,14.82,14.72,14.61,14.92,15.18,15.1,16.25,16.36,28000,28000,36000,81000,1410,4240,1410,4240,5.051,15.15,3.928,5.238,1,0.07718,0.00011,14.773,14.773,15.136,16.306,-0.652,-0.652,-0.153,1.458,1,1.286,2.893,1,1.286,2.893,0,0.363,1.533
"Q9DB85",78000,78000,68000,78000,83000,78000,120000,130000,16.25,16.25,16.05,16.25,16.34,16.25,16.87,16.99,78000,73000,80500,125000,0,7070,3540,7070,0,9.686,4.392,5.657,0.65178,0.745,0.00056,16.251,16.156,16.297,16.932,-0.446,-0.716,-0.317,1.479,0.936,1.032,1.603,-1.068,1.032,1.603,-0.095,0.045,0.681
"Q91WM3",44000,47000,40000,51000,59000,59000,84000,86000,15.43,15.52,15.29,15.64,15.85,15.85,16.36,16.39,45500,45500,59000,85000,2120,7780,0,1410,4.662,17.09,0,1.664,1,0.07641,0.00076,15.474,15.474,15.848,16.375,-0.748,-0.748,0.131,1.365,1,1.297,1.868,1,1.297,1.868,0,0.375,0.901
"Q9CYH6",26000,23000,22000,26000,48000,44000,120000,130000,14.67,14.49,14.43,14.67,15.55,15.43,16.87,16.99,24500,24000,46000,125000,2120,2830,2830,7070,8.658,11.79,6.149,5.657,0.9593,0.00458,4e-05,14.58,14.551,15.489,16.932,-0.723,-0.749,0.091,1.381,0.98,1.878,5.102,-1.02,1.878,5.102,-0.029,0.909,2.351
"Q8BVY0",38000,35000,31000,37000,64000,61000,230000,190000,15.21,15.1,14.92,15.18,15.97,15.9,17.81,17.54,36500,34000,62500,210000,2120,4240,2120,28300,5.812,12.48,3.394,13.47,0.74757,0.01159,4e-05,15.156,15.053,15.932,17.68,-0.658,-0.742,-0.019,1.42,0.932,1.712,5.753,-1.073,1.712,5.753,-0.102,0.776,2.524
"Q99L28",26000,24000,27000,26000,56000,46000,120000,120000,14.67,14.55,14.72,14.67,15.77,15.49,16.87,16.87,25000,26500,51000,120000,1410,707,7070,0,5.657,2.668,13.86,0,0.74424,0.00264,3e-05,14.61,14.694,15.638,16.873,-0.8,-0.72,0.175,1.345,1.06,2.04,4.8,1.06,2.04,4.8,0.084,1.029,2.263
"Q9ES97",71000,67000,86000,85000,99000,98000,120000,120000,16.12,16.03,16.39,16.38,16.6,16.58,16.87,16.87,69000,85500,98500,120000,2830,707,707,0,4.099,0.827,0.7179,0,0.05036,0.00121,4e-05,16.074,16.384,16.588,16.873,-1.204,-0.285,0.322,1.168,1.239,1.428,1.739,1.239,1.428,1.739,0.309,0.514,0.798
"Q9CQK7",70000,72000,67000,67000,76000,74000,120000,110000,16.1,16.14,16.03,16.03,16.21,16.18,16.87,16.75,71000,67000,75000,115000,1410,0,1410,7070,1.992,0,1.886,6.149,0.59926,0.31884,1e-04,16.116,16.032,16.195,16.811,-0.487,-0.723,-0.264,1.473,0.944,1.056,1.62,-1.059,1.056,1.62,-0.083,0.079,0.696
"Q9CPR1",39000,38000,38000,36000,54000,50000,72000,77000,15.25,15.21,15.21,15.14,15.72,15.61,16.14,16.23,38500,37000,52000,74500,707,1410,2830,3540,1.837,3.822,5.439,4.746,0.70624,0.0065,7e-05,15.233,15.175,15.666,16.185,-0.71,-0.832,0.217,1.325,0.961,1.351,1.935,-1.041,1.351,1.935,-0.057,0.434,0.952
"P57725",30000,30000,29000,35000,50000,46000,57000,59000,14.87,14.87,14.82,15.1,15.61,15.49,15.8,15.85,30000,32000,48000,58000,0,4240,2830,1410,0,13.26,5.893,2.438,0.72989,0.00774,0.00033,14.873,14.966,15.551,15.824,-0.938,-0.736,0.539,1.135,1.067,1.6,1.933,1.067,1.6,1.933,0.094,0.678,0.951
"O88574",51000,41000,42000,53000,67000,69000,75000,88000,15.64,15.32,15.36,15.69,16.03,16.07,16.19,16.43,46000,47500,68000,81500,7070,7780,1410,9190,15.37,16.38,2.08,11.28,0.96411,0.06108,0.0035,15.489,15.536,16.053,16.315,-0.892,-0.777,0.509,1.159,1.033,1.478,1.772,1.033,1.478,1.772,0.047,0.564,0.825
"Q9Z315",160000,150000,97000,130000,160000,160000,220000,230000,17.29,17.19,16.57,16.99,17.29,17.29,17.75,17.81,155000,113500,160000,225000,7070,23300,0,7070,4.562,20.56,0,3.143,0.3405,0.86474,0.009,17.242,16.792,17.288,17.78,-0.083,-1.197,0.031,1.249,0.732,1.032,1.452,-1.366,1.032,1.452,-0.45,0.045,0.538
"P59808",15000,14000,15000,17000,24000,23000,25000,31000,13.87,13.77,13.87,14.05,14.55,14.49,14.61,14.92,14500,16000,23500,28000,707,1410,707,4240,4.877,8.839,3.009,15.15,0.67065,0.01367,0.00073,13.824,13.966,14.52,14.773,-0.993,-0.678,0.555,1.116,1.103,1.621,1.931,1.103,1.621,1.931,0.141,0.697,0.949
"Q8K190",41000,40000,43000,48000,53000,50000,64000,60000,15.32,15.29,15.39,15.55,15.69,15.61,15.97,15.87,40500,45500,51500,62000,707,3540,2120,2830,1.746,7.77,4.119,4.562,0.46815,0.02077,0.00044,15.306,15.474,15.652,15.92,-1.074,-0.435,0.245,1.264,1.123,1.272,1.531,1.123,1.272,1.531,0.167,0.347,0.614
"Q689Z5",99000,95000,1e+05,96000,140000,130000,160000,160000,16.6,16.54,16.61,16.55,17.1,16.99,17.29,17.29,97000,98000,135000,160000,2830,2830,7070,0,2.916,2.886,5.238,0,0.95461,0.00287,9e-05,16.566,16.58,17.043,17.288,-0.852,-0.81,0.487,1.175,1.01,1.392,1.649,1.01,1.392,1.649,0.014,0.477,0.722
"B2RRI2",1e+05,96000,1e+05,98000,140000,130000,160000,160000,16.61,16.55,16.61,16.58,17.1,16.99,17.29,17.29,98000,99000,135000,160000,2830,1410,7070,0,2.886,1.428,5.238,0,0.94501,0.00265,8e-05,16.58,16.595,17.043,17.288,-0.85,-0.808,0.477,1.181,1.01,1.378,1.633,1.01,1.378,1.633,0.014,0.463,0.708
"Q6GQT6",31000,29000,31000,27000,38000,36000,43000,45000,14.92,14.82,14.92,14.72,15.21,15.14,15.39,15.46,30000,29000,37000,44000,1410,2830,1410,1410,4.714,9.753,3.822,3.214,0.82322,0.04842,0.00115,14.873,14.824,15.175,15.425,-0.717,-0.892,0.36,1.249,0.967,1.233,1.467,-1.034,1.233,1.467,-0.048,0.302,0.553
"Q8VCL2",25000,24000,25000,25000,31000,29000,36000,38000,14.61,14.55,14.61,14.61,14.92,14.82,15.14,15.21,24500,25000,30000,37000,707,0,1410,1410,2.886,0,4.714,3.822,0.83947,0.01256,0.00016,14.58,14.61,14.873,15.175,-0.827,-0.722,0.228,1.32,1.02,1.224,1.51,1.02,1.224,1.51,0.029,0.292,0.595
"Q80UZ2",84000,80000,65000,79000,130000,120000,180000,180000,16.36,16.29,15.99,16.27,16.99,16.87,17.46,17.46,82000,72000,125000,180000,2830,9900,7070,0,3.449,13.75,5.657,0,0.56214,0.01194,0.00021,16.323,16.136,16.932,17.458,-0.646,-0.957,0.365,1.238,0.878,1.524,2.195,-1.139,1.524,2.195,-0.188,0.608,1.134
"O08992",25000,25000,31000,26000,53000,49000,62000,65000,14.61,14.61,14.92,14.67,15.69,15.58,15.92,15.99,25000,28500,51000,63500,0,3540,2830,2120,0,12.41,5.546,3.341,0.55032,0.00226,9e-05,14.61,14.799,15.638,15.954,-0.988,-0.697,0.598,1.086,1.14,2.04,2.54,1.14,2.04,2.54,0.189,1.029,1.345
"Q61112",44000,44000,42000,39000,67000,68000,1e+05,97000,15.43,15.43,15.36,15.25,16.03,16.05,16.61,16.57,44000,40500,67500,98500,0,2120,707,2120,0,5.238,1.048,2.154,0.42608,0.00121,3e-05,15.425,15.306,16.043,16.588,-0.699,-0.9,0.341,1.259,0.92,1.534,2.239,-1.087,1.534,2.239,-0.12,0.617,1.163
"Q8C6I2",36000,34000,36000,38000,41000,40000,57000,55000,15.14,15.05,15.14,15.21,15.32,15.29,15.8,15.75,35000,37000,40500,56000,1410,1410,707,1410,4.041,3.822,1.746,2.525,0.59786,0.02958,9e-05,15.095,15.175,15.306,15.773,-0.799,-0.534,-0.104,1.437,1.057,1.157,1.6,1.057,1.157,1.6,0.08,0.21,0.678
